Plot_Number,Owner_Name,NRC_Number,Location,Plot_Size_sq_m,Land_Use,Title_Deed,Tenure,Registration_Date,Encumbrances,GPS_Coordinates,Ground_Rent_Status
NDL-0168,Chibwe Chola,412519/17/4,Kabushi,500,Commercial,TDR-2022-4539,Freehold,2016-11-04,None,"-12.992559,28.624719",Paid
NDL-0169,Angela Mulenga,551959/10/5,Twapia,1000,Commercial,TDR-2005-3631,Leasehold (65 yrs),2022-04-11,None,"-12.977069,28.627029",Paid
NDL-0170,Patricia Mumba,628301/10/5,Railway Line,898,Mixed Use,TDR-2018-8160,Freehold,2012-07-31,None,"-12.962968,28.623093",Paid
NDL-0171,David Mulenga,391516/44/3,Chifubu,400,Residential,TDR-2013-9359,Leasehold (65 yrs),2008-03-19,None,"-12.975081,28.659436",Paid
NDL-0172,Mutale Ndalama,361202/19/8,Chililabombwe Road,3000,Agricultural,TDR-2012-8509,Leasehold (50 yrs),2024-01-23,None,"-12.993442,28.623986",Paid
NDL-0173,Mukuka Phiri,137289/30/5,Garden,500,Commercial,TDR-2017-1712,State Land,2007-10-01,None,"-12.992679,28.659158",Paid
NDL-0174,Mwansa Kaunda,519939/36/2,Masala,8000,Agricultural,TDR-2019-9900,Leasehold (50 yrs),2015-05-09,None,"-12.962772,28.633052",Paid
NDL-0175,ZamBuild PLC,708838/44/9,Masala,1000,Commercial,TDR-2022-7622,Leasehold (65 yrs),2012-06-17,None,"-12.967790,28.636650",Paid
NDL-0176,Esther Mulenga,562442/22/1,Chililabombwe Road,8000,Industrial,TDR-2012-5241,State Land,2008-06-11,Auctioned,"-12.975065,28.656602",Paid
NDL-0177,Samuel Phiri,681636/15/6,Garden,10000,Industrial,TDR-2006-9127,State Land,2006-10-20,None,"-12.977418,28.665971",Paid
NDL-0178,PanAfrican Cement Co,216862/11/7,Town Centre,2000,Industrial,TDR-2010-8736,Leasehold (65 yrs),2016-09-30,None,"-12.982966,28.624812",Paid
NDL-0179,Nelson Chola,313529/18/4,Chililabombwe Road,700,Residential,TDR-2023-6314,Leasehold (50 yrs),2008-05-16,None,"-12.967705,28.642974",Arrears
NDL-0180,Victor Mumba,495520/33/1,Twapia,3000,Industrial,TDR-2014-3865,Leasehold (50 yrs),2020-08-03,None,"-12.972341,28.628747",Paid
NDL-0181,Joseph Mumba,632500/27/2,Masala,1000,Commercial,TDR-2018-3541,State Land,2010-01-28,None,"-12.986969,28.670584",Paid
NDL-0182,Brian Zulu,233364/25/1,Mapalo,3000,Agricultural,TDR-2019-1160,Leasehold (99 yrs),2017-06-28,None,"-12.981663,28.664617",Arrears
NDL-0183,Rose Mwanza,782108/49/8,Railway Line,8000,Industrial,TDR-2006-1863,Leasehold (50 yrs),2015-11-28,None,"-12.989693,28.622933",Paid
NDL-0184,George Kaunda,852271/35/6,Railway Line,734,Mixed Use,TDR-2023-6013,Leasehold (65 yrs),2013-09-09,None,"-12.987487,28.622280",Paid
NDL-0185,Michael Kapasa,460610/31/8,Chililabombwe Road,500,Commercial,TDR-2024-2307,Freehold,2022-08-17,None,"-12.996492,28.629456",Paid
NDL-0186,Joseph Chanda,441046/47/8,Masala,2000,Agricultural,TDR-2021-4161,Leasehold (50 yrs),2010-01-05,None,"-12.974538,28.656736",Arrears
NDL-0187,Chanda Chanda,165732/10/4,Masala,1568,Mixed Use,TDR-2009-1984,State Land,2005-03-24,None,"-12.962506,28.656862",Arrears
NDL-0188,Ndola Minerals Holdings,189627/14/6,Mapalo,1500,Agricultural,TDR-2017-7343,Leasehold (99 yrs),2022-07-22,None,"-12.963182,28.658355",Paid
NDL-0189,Rose Mulenga,302602/10/8,Northrise,400,Commercial,TDR-2009-9535,Freehold,2021-02-15,None,"-12.961650,28.629062",Paid
NDL-0190,Chibwe Banda,466543/34/1,Kabushi,1000,Commercial,TDR-2011-2468,Leasehold (99 yrs),2024-07-23,Boundary_Dispute,"-12.978568,28.664586",Paid
NDL-0191,Alice Kapasa,102574/10/7,Ndeke,300,Residential,TDR-2014-8739,Leasehold (65 yrs),2015-02-23,None,"-12.981463,28.622639",Paid
NDL-0192,Chanda Ndalama,667026/17/3,Kitwe Road,500,Commercial,TDR-2012-8103,Leasehold (50 yrs),2007-08-15,None,"-12.987037,28.638647",Paid
NDL-0193,Nelson Kapasa,643863/46/6,Town Centre,3000,Industrial,TDR-2012-6404,Leasehold (50 yrs),2005-10-16,None,"-12.994552,28.651803",Arrears
NDL-0194,Patricia Lungu,787734/30/5,Mushili,1500,Commercial,TDR-2021-2360,Freehold,2014-11-07,None,"-12.985860,28.652370",Paid
NDL-0195,ZamBuild Resources,894204/25/9,Northrise,20000,Agricultural,TDR-2020-6270,Freehold,2011-05-24,None,"-12.962133,28.638072",Paid
NDL-0196,Mukuka Ndalama,828325/31/7,Garden,1500,Commercial,TDR-2015-4941,Freehold,2006-11-28,None,"-12.989975,28.674434",Paid
NDL-0197,Copperbelt Logistics Industrial,192540/15/8,Kabushi,1362,Mixed Use,TDR-2016-1039,Freehold,2020-07-21,None,"-12.987089,28.646119",Paid
NDL-0198,Beatrice Kapasa,816637/14/5,Kitwe Road,500,Commercial,TDR-2011-1882,Freehold,2020-03-08,None,"-12.976778,28.660348",Paid
NDL-0199,George Kaluba,410921/25/3,Chipulukusu,1801,Mixed Use,TDR-2006-3970,Freehold,2014-01-23,None,"-12.976581,28.624265",Paid
NDL-0200,GreenFields Group,817810/42/5,Itawa,700,Residential,TDR-2014-5807,Leasehold (99 yrs),2006-08-04,None,"-12.965185,28.667591",Paid
NDL-0201,ZamBuild Industrial,866968/43/1,Industrial Area,1000,Commercial,TDR-2008-8126,State Land,2020-03-02,None,"-12.988958,28.638015",Paid
NDL-0202,Mary Banda,422515/35/1,Industrial Area,500,Residential,TDR-2014-5916,Leasehold (99 yrs),2019-03-09,None,"-12.962313,28.639527",Paid
NDL-0203,Chileshe Mulilo,196738/27/7,Kabushi,450,Residential,TDR-2008-3510,State Land,2018-11-12,None,"-12.979109,28.626344",Paid
NDL-0204,Simon Lungu,752398/26/6,Northrise,1500,Commercial,TDR-2014-6284,Leasehold (65 yrs),2020-07-11,None,"-12.979573,28.662194",Paid
NDL-0205,Mulenga Tembo,248234/46/8,Itawa,5000,Agricultural,TDR-2018-2544,Leasehold (65 yrs),2010-09-07,None,"-12.976864,28.654751",Paid
NDL-0206,Brian Sitali,572018/37/3,Kitwe Road,300,Commercial,TDR-2024-3871,Freehold,2006-07-04,None,"-12.985128,28.636351",Paid
NDL-0207,Ndola Estate Co,959215/39/7,Itawa,1917,Mixed Use,TDR-2012-9375,Freehold,2009-10-20,None,"-12.963783,28.623225",Paid
NDL-0208,Nchimunya Mumba,521347/46/2,Kitwe Road,5000,Agricultural,TDR-2016-3745,Leasehold (99 yrs),2018-11-25,None,"-12.981439,28.660575",Paid
NDL-0209,Michael Zulu,891907/47/8,Chifubu,1085,Mixed Use,TDR-2010-7243,Leasehold (65 yrs),2021-05-11,Mortgaged,"-12.962647,28.635242",Paid
NDL-0210,Chibwe Sichone,737626/32/2,Kitwe Road,1214,Mixed Use,TDR-2008-9745,Freehold,2011-10-16,None,"-12.997089,28.623764",Paid
NDL-0211,Faith Chola,882825/26/7,Masala,303,Mixed Use,TDR-2011-5536,Leasehold (99 yrs),2013-08-26,None,"-12.987473,28.668101",Paid
NDL-0212,Samuel Mulilo,420256/37/9,Railway Line,808,Mixed Use,TDR-2014-5882,Freehold,2023-06-20,None,"-12.993013,28.641477",Paid
NDL-0213,Ndola Estate Ltd,120185/19/7,Chipulukusu,600,Residential,TDR-2012-5260,Leasehold (99 yrs),2008-01-10,None,"-12.980930,28.661408",Paid
NDL-0214,Mercy Ndalama,214044/25/6,Mapalo,500,Residential,TDR-2016-5781,Freehold,2023-12-18,None,"-12.997422,28.641333",Paid
NDL-0215,Ndola Estate Industrial,368444/37/7,Lubuto,1000,Commercial,TDR-2007-6734,Leasehold (65 yrs),2008-06-09,None,"-12.995035,28.639888",Paid
NDL-0216,Lubuto Cooperative Co,123619/46/4,Twapia,1500,Agricultural,TDR-2005-9025,Leasehold (50 yrs),2007-10-15,None,"-12.988323,28.667730",Paid
NDL-0217,GreenFields Resources,997806/18/9,Northrise,2000,Agricultural,TDR-2007-9353,Leasehold (99 yrs),2024-04-12,None,"-12.979137,28.665285",Paid
NDL-0218,James Chanda,781837/28/1,Ndeke,400,Commercial,TDR-2012-6126,Leasehold (65 yrs),2005-10-02,None,"-12.995725,28.626523",Paid
NDL-0219,Mulenga Sichone,690776/42/4,Masala,250,Residential,TDR-2024-1807,Leasehold (99 yrs),2007-02-11,None,"-12.992955,28.634311",Paid
NDL-0220,Faith Ndalama,802863/33/4,Industrial Area,20000,Agricultural,TDR-2011-5500,Leasehold (65 yrs),2008-06-03,None,"-12.976592,28.653093",Paid
NDL-0221,Samuel Sitali,755170/33/7,Kabushi,660,Mixed Use,TDR-2018-3209,Leasehold (50 yrs),2020-11-20,None,"-12.988936,28.627868",Paid
NDL-0222,Samuel Kaluba,148024/13/5,Lubuto,10000,Industrial,TDR-2019-4955,Leasehold (65 yrs),2023-10-06,None,"-12.988753,28.655240",Paid
NDL-0223,Thandiwe Ndalama,801208/10/9,Mapalo,3000,Agricultural,TDR-2014-7137,State Land,2015-02-16,Boundary_Dispute,"-12.970970,28.670848",Paid
NDL-0224,Patrick Ndalama,938143/17/3,Industrial Area,1000,Commercial,TDR-2007-8484,State Land,2015-08-21,None,"-12.967630,28.651344",Paid
NDL-0225,Peter Mwape,878536/10/5,Northrise,1163,Mixed Use,TDR-2015-5917,State Land,2013-11-05,None,"-12.965267,28.672304",Paid
NDL-0226,Ndola Minerals PLC,157319/33/6,Masala,1000,Commercial,TDR-2018-3195,Freehold,2011-05-23,None,"-12.993905,28.670601",Paid
NDL-0227,Joseph Kapasa,654661/16/6,Town Centre,400,Residential,TDR-2011-7397,Leasehold (99 yrs),2023-10-01,None,"-12.963705,28.622861",Paid
NDL-0228,Patrick Kaluba,913192/32/2,Itawa,3000,Industrial,TDR-2020-1057,State Land,2007-09-29,None,"-12.980284,28.667530",Paid
NDL-0229,Nelson Mwanza,668820/20/2,Town Centre,1000,Residential,TDR-2020-8230,Leasehold (50 yrs),2024-11-08,Auctioned,"-12.983794,28.621021",Paid
NDL-0230,Nelson Mwanza,585154/17/5,Mapalo,1216,Mixed Use,TDR-2007-7304,Leasehold (65 yrs),2018-11-23,None,"-12.966924,28.673830",Paid
NDL-0231,Peter Phiri,503083/19/3,Itawa,1200,Commercial,TDR-2010-8112,Freehold,2023-02-28,None,"-12.961809,28.641966",Paid
NDL-0232,Brian Mulilo,736405/15/1,Garden,3000,Agricultural,TDR-2007-4575,State Land,2024-08-19,None,"-12.976641,28.646022",Paid
NDL-0233,Grace Mwape,809325/36/8,Chipulukusu,8000,Industrial,TDR-2018-7092,Freehold,2016-09-27,Caveat,"-12.980667,28.642397",Paid
NDL-0234,UrbanDevelopers Holdings,990121/12/4,Masala,1500,Commercial,TDR-2016-9896,State Land,2010-01-19,None,"-12.995963,28.646820",Paid
NDL-0235,Nelson Lungu,895059/33/1,Kansenshi,2000,Industrial,TDR-2013-4489,State Land,2012-07-27,Auctioned,"-12.979861,28.663601",Paid
NDL-0236,PanAfrican Cement Resources,938536/48/1,Chililabombwe Road,1714,Mixed Use,TDR-2012-1970,Leasehold (99 yrs),2009-11-18,None,"-12.961168,28.640497",Paid
NDL-0237,GreenFields PLC,729388/15/5,Kitwe Road,345,Mixed Use,TDR-2023-6400,Leasehold (99 yrs),2010-02-09,None,"-12.993403,28.659525",Paid
NDL-0238,Brian Tembo,153413/16/7,Northrise,588,Mixed Use,TDR-2019-9803,Freehold,2015-08-11,Caveat,"-12.976889,28.638730",Arrears
NDL-0239,Patrick Phiri,108212/22/3,Kansenshi,1050,Mixed Use,TDR-2022-3890,Leasehold (99 yrs),2007-06-04,Double_Allocation,"-12.966379,28.626730",Paid
NDL-0240,Lubuto Cooperative PLC,875332/32/3,Kitwe Road,1886,Mixed Use,TDR-2005-5236,Leasehold (65 yrs),2023-05-02,None,"-12.966239,28.638887",Paid
NDL-0241,Beatrice Banda,396164/43/8,Garden,400,Commercial,TDR-2014-5807,Freehold,2011-01-24,None,"-12.979096,28.630121",Paid
NDL-0242,Nchimunya Tembo,816375/46/8,Mapalo,5000,Industrial,TDR-2008-6286,Leasehold (65 yrs),2014-12-30,None,"-12.969773,28.621972",Paid
NDL-0243,Nelson Ndalama,106063/30/1,Industrial Area,300,Commercial,TDR-2019-7864,Freehold,2014-09-11,None,"-12.965894,28.674765",Paid
NDL-0244,Angela Lungu,677204/11/1,Masala,8000,Industrial,TDR-2011-6303,State Land,2011-01-18,None,"-12.963194,28.668781",Paid
NDL-0245,Brian Mulenga,146025/42/9,Lubuto,1680,Mixed Use,TDR-2013-1196,State Land,2015-02-10,None,"-12.985310,28.672702",Paid
NDL-0246,Joseph Chanda,843479/40/1,Chipulukusu,300,Commercial,TDR-2016-5218,Leasehold (65 yrs),2017-07-11,None,"-12.983691,28.626271",Paid
NDL-0247,Angela Mumba,242596/19/1,Mapalo,1000,Residential,TDR-2012-6930,Leasehold (65 yrs),2018-01-09,None,"-12.985599,28.670805",Paid
NDL-0248,Angela Kaluba,992399/36/5,Chifubu,450,Residential,TDR-2019-6786,State Land,2006-01-17,None,"-12.971713,28.639223",Paid
NDL-0249,ZamBuild Group,827567/44/6,Itawa,368,Mixed Use,TDR-2015-6846,State Land,2007-04-25,None,"-12.982875,28.629555",Paid
NDL-0250,Nelson Kaluba,598408/19/9,Kansenshi,20000,Industrial,TDR-2017-6624,Leasehold (65 yrs),2005-03-20,None,"-12.995742,28.645493",Arrears
NDL-0251,Mercy Sichone,785699/47/8,Industrial Area,400,Commercial,TDR-2008-4992,State Land,2011-06-23,Double_Allocation,"-12.966235,28.660221",Paid
NDL-0252,Ndola Estate Holdings,526537/37/8,Garden,3000,Agricultural,TDR-2011-2373,Leasehold (99 yrs),2024-04-09,None,"-12.961505,28.645985",Paid
NDL-0253,Victor Zulu,427496/37/7,Chifubu,200,Residential,TDR-2011-6710,Freehold,2018-06-13,Mortgaged,"-12.967459,28.654077",Paid
NDL-0254,Mukuka Chola,966857/20/6,Kansenshi,1589,Mixed Use,TDR-2015-1333,Leasehold (65 yrs),2019-09-16,Double_Allocation,"-12.993544,28.633753",Paid
NDL-0255,Copperbelt Logistics Enterprises,304136/33/9,Twapia,400,Commercial,TDR-2012-5460,Leasehold (65 yrs),2008-05-13,None,"-12.990632,28.659930",Paid
NDL-0256,Alice Ndalama,147302/12/3,Railway Line,8000,Industrial,TDR-2008-7842,Leasehold (65 yrs),2023-01-24,None,"-12.983108,28.660884",Paid
NDL-0257,Memory Lungu,722533/30/8,Twapia,10000,Industrial,TDR-2022-8754,State Land,2019-06-09,None,"-12.997410,28.665426",Paid
NDL-0258,Moses Zulu,606505/18/4,Masala,800,Residential,TDR-2020-4568,State Land,2023-07-05,None,"-12.961281,28.635870",Paid
NDL-0259,Mary Lungu,173937/29/4,Ndeke,1500,Agricultural,TDR-2019-4156,State Land,2012-01-11,None,"-12.972833,28.658458",Paid
NDL-0260,Memory Sitali,694162/28/4,Northrise,10000,Agricultural,TDR-2024-9038,Leasehold (99 yrs),2023-10-24,None,"-12.989292,28.629825",Arrears
NDL-0261,Patrick Sitali,931804/37/9,Garden,250,Residential,TDR-2006-5083,Freehold,2017-02-24,None,"-12.969625,28.632963",Paid
NDL-0262,Mulenga Mwape,499024/49/6,Lubuto,10000,Industrial,TDR-2021-3884,Leasehold (50 yrs),2009-11-26,None,"-12.982311,28.648735",Paid
NDL-0263,UrbanDevelopers Enterprises,126721/40/2,Kansenshi,1023,Mixed Use,TDR-2021-6444,Leasehold (50 yrs),2009-12-28,None,"-12.986823,28.621610",Paid
NDL-0264,Simon Lungu,309820/42/5,Mapalo,462,Mixed Use,TDR-2020-5911,State Land,2016-05-27,Mortgaged,"-12.987952,28.664299",Paid
NDL-0265,David Mumba,179439/48/7,Itawa,8000,Agricultural,TDR-2023-6892,State Land,2012-10-02,None,"-12.962990,28.663102",Paid
NDL-0266,Peter Tembo,806173/30/2,Town Centre,428,Mixed Use,TDR-2009-4256,Leasehold (65 yrs),2022-01-31,None,"-12.968752,28.647062",Paid
NDL-0267,Moses Kapasa,937564/45/3,Itawa,20000,Industrial,TDR-2005-8950,Leasehold (50 yrs),2008-05-16,Mortgaged,"-12.980410,28.642428",Paid
NDL-0268,Joseph Lungu,528873/12/8,Kansenshi,500,Commercial,TDR-2008-4125,Leasehold (99 yrs),2010-12-08,Auctioned,"-12.984207,28.628820",Paid
NDL-0269,Brian Mulenga,877409/31/1,Mapalo,3000,Industrial,TDR-2010-9474,State Land,2020-11-14,None,"-12.985184,28.648211",Paid
NDL-0270,James Ndalama,209824/12/5,Ndeke,800,Commercial,TDR-2021-8347,Leasehold (99 yrs),2020-05-04,Caveat,"-12.986358,28.623218",Paid
NDL-0271,Chileshe Chola,498912/12/3,Masala,10000,Agricultural,TDR-2007-4504,Leasehold (65 yrs),2006-08-25,None,"-12.982213,28.651897",Paid
NDL-0272,David Tembo,522812/22/6,Town Centre,10000,Agricultural,TDR-2010-8337,State Land,2022-01-13,None,"-12.973305,28.645831",Paid
NDL-0273,Kansenshi Traders Co,648640/43/6,Kabushi,1861,Mixed Use,TDR-2024-9569,State Land,2019-03-01,None,"-12.967150,28.649026",Paid
NDL-0274,Joseph Ndalama,254183/43/1,Kitwe Road,3000,Agricultural,TDR-2006-9205,Leasehold (50 yrs),2022-07-22,None,"-12.993145,28.669287",Paid
NDL-0275,Central Agro Group,910330/39/9,Chipulukusu,2000,Industrial,TDR-2010-2227,Leasehold (50 yrs),2018-09-15,Double_Allocation,"-12.960051,28.631928",Paid
NDL-0276,Lubuto Cooperative Co,109655/32/4,Town Centre,10000,Agricultural,TDR-2022-8727,Freehold,2023-05-14,None,"-12.995111,28.661750",Arrears
NDL-0277,Angela Mulilo,901573/31/8,Kitwe Road,350,Residential,TDR-2008-4073,Freehold,2021-12-26,None,"-12.976928,28.629190",Paid
NDL-0278,George Kapasa,150664/45/1,Chililabombwe Road,2000,Agricultural,TDR-2021-1615,Leasehold (99 yrs),2022-03-10,None,"-12.996782,28.663468",Paid
NDL-0279,Chileshe Tembo,594708/34/5,Chifubu,1546,Mixed Use,TDR-2012-8272,Leasehold (99 yrs),2013-02-23,None,"-12.989861,28.637891",Paid
NDL-0280,Esther Mwape,325224/28/3,Masala,1155,Mixed Use,TDR-2019-4374,Leasehold (50 yrs),2006-08-04,None,"-12.961239,28.630314",Paid
NDL-0281,Copperbelt Logistics Industrial,372075/44/3,Northrise,10000,Agricultural,TDR-2010-7912,Leasehold (65 yrs),2014-12-16,None,"-12.985455,28.649817",Paid
NDL-0282,GreenFields Industrial,890616/31/8,Ndeke,350,Residential,TDR-2018-3693,State Land,2011-01-03,None,"-12.967681,28.674033",Paid
NDL-0283,Mutale Mwanza,954451/16/1,Kabushi,8000,Agricultural,TDR-2009-8935,State Land,2005-04-02,None,"-12.997926,28.649709",Paid
NDL-0284,PanAfrican Cement Group,210574/26/6,Mapalo,250,Residential,TDR-2008-4781,Leasehold (65 yrs),2015-12-08,None,"-12.974922,28.669130",Paid
NDL-0285,James Zulu,760363/33/4,Kitwe Road,1582,Mixed Use,TDR-2008-2810,Leasehold (65 yrs),2022-01-03,None,"-12.979686,28.642368",Paid
NDL-0286,PanAfrican Cement Ltd,322243/37/1,Garden,400,Residential,TDR-2018-1834,Leasehold (99 yrs),2012-12-13,None,"-12.996271,28.660619",Paid
NDL-0287,Victor Phiri,212569/17/5,Twapia,888,Mixed Use,TDR-2006-2855,Freehold,2005-10-27,None,"-12.976828,28.623523",Paid
NDL-0288,Peter Banda,275159/35/3,Northrise,800,Residential,TDR-2024-8843,Freehold,2018-12-30,None,"-12.971459,28.664638",Paid
NDL-0289,Nchimunya Kaunda,808323/16/2,Masala,3000,Industrial,TDR-2011-4966,State Land,2014-10-26,Mortgaged,"-12.983570,28.643937",Paid
NDL-0290,Victor Ndalama,993835/13/9,Mushili,600,Residential,TDR-2012-7553,Leasehold (50 yrs),2022-10-05,None,"-12.967306,28.672582",Paid
NDL-0291,Faith Tembo,321685/15/7,Kitwe Road,2000,Industrial,TDR-2010-5053,Leasehold (99 yrs),2006-07-24,None,"-12.966913,28.656201",Paid
NDL-0292,Lubuto Cooperative Group,279813/21/8,Itawa,400,Commercial,TDR-2011-9718,Leasehold (99 yrs),2011-10-01,None,"-12.984541,28.628855",Paid
NDL-0293,Peter Zulu,867500/38/7,Chifubu,5000,Agricultural,TDR-2019-1373,Leasehold (99 yrs),2012-06-11,None,"-12.982729,28.640047",Paid
NDL-0294,Patricia Tembo,860312/35/7,Railway Line,2000,Agricultural,TDR-2015-4611,Leasehold (50 yrs),2020-10-08,None,"-12.985684,28.652103",Arrears
NDL-0295,Faith Phiri,449321/18/8,Mushili,8000,Industrial,TDR-2014-8835,Freehold,2023-02-18,None,"-12.969538,28.624722",Paid
NDL-0296,David Chanda,938862/20/1,Town Centre,1586,Mixed Use,TDR-2009-2643,Freehold,2011-12-28,None,"-12.967213,28.637138",Paid
NDL-0297,Mwansa Banda,700678/13/7,Garden,8000,Industrial,TDR-2023-8054,State Land,2011-12-06,None,"-12.988888,28.627282",Paid
NDL-0298,Nchimunya Mwanza,742838/45/9,Kabushi,1392,Mixed Use,TDR-2009-7949,Leasehold (65 yrs),2015-02-24,None,"-12.975568,28.621836",Paid
NDL-0299,Patricia Ndalama,198488/42/6,Mushili,350,Residential,TDR-2021-7239,Leasehold (99 yrs),2016-04-15,None,"-12.997104,28.665591",Paid
NDL-0300,Kansenshi Traders Enterprises,847312/26/4,Railway Line,10000,Industrial,TDR-2024-3734,Leasehold (99 yrs),2010-09-19,None,"-12.996913,28.631930",Paid
NDL-0301,Mulenga Mulilo,387228/17/8,Chifubu,20000,Agricultural,TDR-2018-2807,State Land,2024-12-19,None,"-12.967805,28.647901",Paid
NDL-0302,Joseph Kaunda,239988/32/1,Lubuto,8000,Agricultural,TDR-2012-9368,Leasehold (50 yrs),2021-06-21,None,"-12.960205,28.636599",Paid
NDL-0303,Nchimunya Mwanza,650724/25/7,Chifubu,1502,Mixed Use,TDR-2018-4677,Leasehold (65 yrs),2006-04-23,None,"-12.971335,28.635261",Paid
NDL-0304,Nelson Mumba,738930/40/6,Railway Line,20000,Industrial,TDR-2010-5552,Leasehold (65 yrs),2023-08-14,None,"-12.991935,28.653952",Paid
NDL-0305,PanAfrican Cement PLC,798500/36/3,Twapia,20000,Industrial,TDR-2008-1714,Leasehold (99 yrs),2015-04-16,Auctioned,"-12.997107,28.646078",Paid
NDL-0306,Nchimunya Sichone,753044/28/4,Industrial Area,400,Commercial,TDR-2012-5534,Leasehold (50 yrs),2017-03-01,None,"-12.970434,28.627747",Paid
NDL-0307,Mukuka Kapasa,282224/12/2,Mapalo,800,Commercial,TDR-2013-6909,Freehold,2009-01-30,None,"-12.974273,28.668285",Paid
NDL-0308,Mulenga Tembo,660480/27/3,Mushili,670,Mixed Use,TDR-2021-1417,Leasehold (65 yrs),2023-07-25,None,"-12.965049,28.630716",Paid
NDL-0309,Michael Chola,896463/29/5,Twapia,10000,Agricultural,TDR-2016-3697,Leasehold (99 yrs),2020-12-15,None,"-12.991673,28.652734",Paid
NDL-0310,Simon Sitali,322112/39/5,Garden,250,Commercial,TDR-2016-5038,Leasehold (99 yrs),2023-11-05,None,"-12.987000,28.642407",Paid
NDL-0311,Mukuka Kapasa,697990/26/9,Ndeke,1584,Mixed Use,TDR-2005-4375,Leasehold (50 yrs),2014-03-23,None,"-12.971820,28.633086",Paid
NDL-0312,Ndola Minerals Co,987316/20/7,Kitwe Road,350,Residential,TDR-2012-2046,Freehold,2014-03-27,None,"-12.980383,28.665367",Paid
NDL-0313,Brian Chanda,997180/12/2,Twapia,5000,Industrial,TDR-2021-7258,Leasehold (50 yrs),2009-12-06,None,"-12.992579,28.662159",Arrears
NDL-0314,Joseph Mulilo,613259/13/5,Town Centre,1000,Residential,TDR-2023-7342,Leasehold (99 yrs),2005-03-15,None,"-12.982680,28.651542",Paid
NDL-0315,Peter Lungu,961908/41/5,Chipulukusu,8000,Industrial,TDR-2021-7302,State Land,2010-10-02,None,"-12.986322,28.657625",Paid
NDL-0316,UrbanDevelopers Holdings,492692/17/5,Northrise,1200,Commercial,TDR-2009-1114,State Land,2007-04-18,Boundary_Dispute,"-12.991657,28.651061",Paid
NDL-0317,Michael Chola,805734/46/8,Itawa,570,Mixed Use,TDR-2024-9025,Leasehold (65 yrs),2019-02-04,None,"-12.979747,28.626691",Paid
NDL-0318,Moses Kaluba,219979/36/8,Mushili,2000,Industrial,TDR-2016-2178,State Land,2020-01-01,None,"-12.966828,28.652140",Paid
NDL-0319,UrbanDevelopers Holdings,554456/24/7,Ndeke,1000,Commercial,TDR-2017-8235,Leasehold (65 yrs),2018-08-27,None,"-12.967323,28.670807",Arrears
NDL-0320,Victor Tembo,319242/15/4,Twapia,700,Residential,TDR-2009-5228,Freehold,2008-02-06,None,"-12.975678,28.672919",Paid
NDL-0321,Patricia Mwanza,752682/24/8,Chililabombwe Road,8000,Industrial,TDR-2012-1151,State Land,2007-06-19,None,"-12.990795,28.651784",Paid
NDL-0322,Esther Lungu,942311/34/8,Northrise,10000,Industrial,TDR-2008-9420,Leasehold (65 yrs),2023-06-16,None,"-12.995322,28.624043",Paid
NDL-0323,Kansenshi Traders Group,174600/20/9,Chililabombwe Road,400,Commercial,TDR-2016-5845,State Land,2019-05-04,None,"-12.974093,28.666343",Paid
NDL-0324,Simon Chola,668898/22/2,Town Centre,1855,Mixed Use,TDR-2014-2091,Freehold,2016-12-20,None,"-12.980049,28.665621",Paid
NDL-0325,Patrick Banda,157349/32/7,Lubuto,400,Commercial,TDR-2014-5953,Freehold,2020-09-09,None,"-12.996439,28.622944",Paid
NDL-0326,UrbanDevelopers Ltd,541842/46/5,Kansenshi,700,Residential,TDR-2024-7105,Leasehold (99 yrs),2020-01-02,None,"-12.977812,28.643239",Arrears
